author,rating,title,content,updated_date
호우우우우날ㄹ라라ㅏ두두루ㅜ,1,거래량이 많이 결제가 늦어지고 있어요 잠시 후 다시 이용해 주세요,무슨 거래량이 많아서 이용을 못한다고 하나요;;;  20시전에 카드대금 바로출금으로 이용하려하는데 계속 에러 문제가 뜨네요 하.. 카드사를 바꾸든가해야지,2025-06-05T03:52:26-07:00
디조터,2,애플폐이 결제,"애플폐이 언제돼요
상반기안에 됄거라는거믿지않았는데
하반기2분기안에 나오는것도 못미들것같아요
기대 안할게요 기대했다가 실망해서",2025-05-30T08:54:37-07:00
별명때문에못쓰겠다,1,자동 시간,"잘 쓰고 있었는데 앱 업데이트를 하지도 않았는데 갑자기 로그인 할때 핸드폰 시간을 자동설정으로 하라는 팝업이 뜨기 시작했습니다. 업무상 자동설정 시간으로 시간 설정이 불가합니다.
자동설정 시간이 필요한 이유가 무엇인가요",2025-05-29T19:17:14-07:00
seongho5457,2,Pc결제 사라졌나요?,최신버전 업데이트하고니사 도무지 보이질 않네여 업데이트 할 수록 점점 사용하기 불편해지는지는 도무지 알 수가 없네요,2025-05-27T20:58:12-07:00
4:00 AM,2,쿠팡 쇼핑 적립 오류,"쿠팡 쇼핑 적립 경유하려고 할 때, 계속 쿠팡 이츠로만 연결이 되어서 필요한 때에 정작 쇼핑을 할 수가 없습니다. 얼른 해결해주세요.",2025-05-27T07:45:19-07:00
화후화호,1,쿠팡 제휴 결제 경유가 안됩니다,사파리로 넘어가고 쿠팡이츠 화면만 뜨네요. 원래 쿠팡에서 열겠습니까 하는게 떴는데 주소가 유효하지 않다고 뜨고 사파리에서 쿠팡이츠가 뜨네요,2025-05-25T22:21:39-07:00
놉놉놈,1,앱 실행 안됨..업데이트 작업중인가요?,"앱 실행이 오늘 갑자기 안됨.
업데이트 작업있나요?
작업있어도, 앱 실행시 팝업은 띄우지 않나요?
시간 지나면 해결 될까요?",2025-05-23T03:00:06-07:00
OCT05,1,개쓰레기어플들그만만들어,하나로 통합하던지 짜증나죽겠네,2025-05-22T17:42:30-07:00
Nnkumarq,2,Language Support Request,"The app is great, but it would be very helpful if you could add an English language option. Many foreigners in Korea use this app, but not everyone understands Korean well. Thank you for considering this! 🙂",2025-05-22T06:17:40-07:00
말랑찰떡,2,입출금 알림이 지 ㅈ대로임,"한동안은 입출금 푸쉬알림 잘 오다가도 어느순간부터 알림이 안 옴

근데 신경 끄고 쓰다보면 다시 알림이 잘 오기도 함

재설치 하라해서 재설치해도 답이 없음
쓸데없이 광고 알림만 오고",2025-05-19T17:05:57-07:00
rushmen,1,최악의 UX,"어떤 미친놈이 탭키인 결제탭 버튼이 QR스캔버튼으로 변하는 플로우를 짠건이 모르겠네요. 페이앱 결제탭 들어가는게 대부분 PC결제에서 승인내려고 킬텐데 잘보이게 PC결제 버튼을 만들어도 부족할판에 설마 탭 버튼이 스캔 기능버튼으로 바뀔줄은 상상도 못했네요 덕분에 버튼 못찾아서 공연티켓 결제시간 넘겨서 자리 날림. 
상단에 PC결제 버튼이든 스캔 버튼이든 눈에 잘띄는데 만들어노쇼",2025-05-18T07:30:43-07:00
깊음이,1,신분증 인식하는것좀,개선 해줄순 없는건가요? 아이폰 16프로인데 국민은행앱만 신분증 인식을 못해요 휴 ㅡㅡ,2025-05-16T01:00:17-07:00
rkawk43,1,Qr 스캔하려는데 검은 화면만 보임,진행을 못하네요,2025-05-13T23:32:20-07:00
헤해,3,카드 선결제 오류,"다른 건 다 편한데, 카드 선결제 할 때마다 한 번에 결제안되고 계좌에 잔액없다고합니다. 
꽤 오랫동안 계속해서 이러길래 업데이트되면 개선되겠지하는데도 오랫동안 개선안되네요
업뎃 좀 해주세요",2025-05-13T00:45:42-07:00
니미애,5,상담원 통화해서 해결하게만 만들꺼면 앱 왜만들었냐?,임시 cvc 적으라고 해서 적었더니 초과 만들어 놓고 상담원이나 지점가서 해제 하라고? 쓸때없는 보안은 해놓고 막상 고객정보는 쉬쉬해서 털리는데 걍 국민개돼지은행이라고 명칭 바꾸시지 그래요?,2025-05-12T06:05:46-07:00
역삼동곰돌,1,로그인 후에 메뉴 들어가면 오류코드만 뜨고 되는게없네요,"진짜 너무 답답해서 글 남깁니다.

선불카드 환불때문에 로그인하고 환불누르면 오류코드 뜨고,
그래서 컴퓨터로 웹 로그인하려고하면
이 앱으로 로그인하라해서 큐알로 로그인하려하면
또 오류코드 뜨고
뭐 어쩌라는건지",2025-05-12T05:25:07-07:00
bvb dvd,1,앱에서 서비스 제공 못하겠으면 ARS ux관리하세요,"앱에서 서비스 제공 못하는 부분에서 Ars로 전화하라고 넘겨버리는데,
ARS 경험이 너무 불쾌합니다
상담원 연결 전까지 해결능력도 없는 AI 음성으로 조롱당하는 기분입니다
‘빠르게’ 라고 말하는 순간 다시 처음으로 돌아가서 안내하는 방법은 고객경험관리를 아예 할 줄 모르는 사람이 서비스디자인 한거 아닙니까?
지점도 줄이고 앱 서비스도 부족하고 ARS도 불쾌하고 ㅋ 
셋중에 하나라도 좀 잘 관리하세요",2025-05-12T04:11:54-07:00
🤬😡🤢🤮,1,이해를 할 수가 없네,"텐텐딜 알람을 왜 항상 10시8분쯤부터 10시10분 넘어서 주는건지 이해를 할 수가 없네
9시50분정도에 10분뒤에 국민특가 판매예정이라고 알람을 주든가
어플에서 특가로 판매하는 페이지를 뭐라 검색해도 안나와서 알람 올 때만 기다릴 수 밖에 없는데 텐텐딜 일부러 구매 못하게 하는거네",2025-05-08T18:15:03-07:00
1004리뷰,3,기능개선 요청,"사용내역 건별로 “메모작성”을 해두는데, 메모작성 영역에서 텍스트 복붙이 안되서 상당히 불편합니다. 개선 부탁드립니다.",2025-05-06T19:21:53-07:00
허접쿠키,1,제발 오류코드 해결방법좀 제발,"5년째 이용중인데, 엊그제 부터 결제금액 얼마인지 확인하려고 눌러보면 (입력항목 확인후 재거래 하시길 바랍니다.) 예비2181 오류코드 TGBC2181 이렇게 뜨네요. 

제발 해결방법좀요 그냥 돈안갚고 싶어지니까",2025-05-01T06:38:02-07:00
똥꾸뇨오오옹,1,"입력항목 확인후 재거래 하시기 바랍니다. (예비2181)
[오류코드:TGBC2181 ]","입력항목 확인후 재거래 하시기 바랍니다. (예비2181)
[오류코드:TGBC2181 ]

이 오류코드 2020년부터 발생하는데 아직도 해결 안함.. 앞으로 여기꺼 안쓸거임",2025-04-24T19:12:49-07:00
자퇴말려,1,결제수단추가안됨,결제계좌 추가하려고하는데 약관동의버튼이 먹통이에요 X버튼도 먹통이고. 앱을 껐다켜야돼요. 그래도 안됨. 폰 재시동 앱 삭제 후 설치 다 해봤는데 안돼요 뭘 더 해야하나요?,2025-04-16T18:14:33-07:00
지니는거르자,1,다른카드사어플에비해 진짜 불편함,다른카드사어플들은 다음달 결제예정금액보기쉽게나와있고 할부금액도 나와있는데 이어플은 할부금액 찾기도 힘듬 할부끝나면 바로카드해지하고 어플지울듯,2025-04-14T10:52:01-07:00
Jacob Blk,1,교묘한 광고로 소비자 기만,국민계열사가 무슨 3류 카드사도 아니고 메인 화면에 뭔 광고를 이렇게 덕지덕지 붙여 놓나요 가뜩이느 앱구동도 무거워서 느려터졌는데 ui도 더럽게.. 거기다 결제 예정금액하고 이용 금액 사이에 교묘하게 이용 내역이랑 섞여서 잘못 누를 수도 있는 자리에 월990원짜리 상품 광고를 끼워 넣다니 진짜 요즘말로 짜치네요 이거 다크패턴 아닌가요? 잘못 눌러서 광고로 유도하는 행위 소비자 기만 아닌가요?,2025-04-11T10:46:52-07:00
1I111I222,1,진짜 개불편함,인증하는거도 개빡세고 물론 빡센게 당연하지만 본인 명의 아니면 인증을 아예 못하네 그냥 토스앱이 훨 편하다 인증하는법도 그냥 등록증 하나면 되고 제발 좀 인증방법 여러개로 늘려라 다른 kb어플도 좀 고치고,2025-04-06T20:02:08-07:00
igsjwijd,1,KB그룹사가 힘든가요?,카카x톡마냥 업데이트 후 화면 상단 광고 집어넣는거 너무 별로네요,2025-04-06T08:09:34-07:00
Bigmaclove9999,2,느리고 불편해요,처음엔 기다리라고 할 때 깜빡거리는거 귀엽다 했는데 쓰면 쓸수록 너무 앱이 무겁고 느리고 불편해요. 이런 올드한 앱이 안정성이 얼마나 보장되는지도 신뢰가 떨어집니다.,2025-04-05T12:36:45-07:00
주거래은행을바꿔야되나,1,온라인결재 매우 불편,언제부턴가 pc결재 버튼이 한 눈에 안보여 다른 카드를 이용하게 됩니다. Qr scan을 폰으로 한번에 할 수 있도록 바꾸지 않으면 인터넷 결재할 때는 계속 이용하지 않을 것 같군요.,2025-04-04T16:52:03-07:00
Ellehcar Onsiros,3,English version please~,"지역 주민과 외국인에게 서비스를 홍보할 때, 영어와 같은 언어를 앱에 추가하는 것도 고려해 보시는 것이 좋습니다. 일부 한국어 단어는 번역이 어색할 수 있으므로, 영어를 앱의 언어 옵션으로 추가하시면 더욱 도움이 될 것입니다. 감사합니다.",2025-04-01T06:49:02-07:00
Jaklxjwbqhsod,1,로그인 어케함;,"아이폰 마이그레이션 했는데 로그인 풀려서 들어가니까 가입하기랑 가입없이 하기만 뜸
가입하기 눌러도 가입없이 하기 눌러도 로그인이 안됨
뭐임; 어플 재설치해도 안됨
어쩌라는건지",2025-03-31T04:45:09-07:00
뭔별명이다잇대짜증나게,1,반응속도 개래전드,속도개느려서 선착순못살뻔햇네ㅡㅡ 인터넷결제하는데 왜 현장결제코드가 뜨냐고요,2025-03-30T18:55:18-07:00
cream girl,1,해외 결제 오류,해외에서 결제 하려고 하면 페이 앱이 이미 있는데 자꾸 앱 스토어로 연결이 되어 결제가 안되네요.,2025-03-30T11:56:58-07:00
July universe,2,QR 스캔,QR 스캔 버튼을 찾는 데 한참 걸렸네요. UI/UX 개선이 필요해 보입니다. 결제 탭을 누른 다음에 그 버튼이 QR 스캔으로 바뀌는데 솔직히 안 보입니다. 깜빡이는 애니메이션이라도 넣던지 인지할 수 있게 해야 할 것 같아요!,2025-03-30T08:47:39-07:00
이메일좀 그만 보내세요,1,1점,광고성 알람 꺼놓으면 자동으로 켜지는 시스템 참 뭣같네요,2025-03-30T04:10:18-07:00
Keep kkkkk,1,Qr 스캔이 않되요.,창만뜨고 전혀 인식이 않되네요.,2025-03-29T00:16:39-07:00
에바브라이트,1,사업자 카드발급도 안됨,개인사업자 계좌만들고 체크카드 발급 하려는데 무슨 보안조치로 인해 고객센터 연락하라 하네요  전화했더니 상담사 연결까지 가려면 카드 번호 혹은 핸폰번호 입력하래서 카드 없으니 핸폰 입력하는데 결국 확인이 안되서 상담원연결도 안됩니다 은행 상담센터 연락했더니 자기네는 카드사랑 분리되었다며 카드사로 토스하고 카드사 연결했더니 상담원까지 연결도 안되고 페이 어플 채팅창에 상담원 연결 했더니 그냥 무한 기다림이네요 당장 계좌 해지할랍니다,2025-03-27T02:48:57-07:00
쓰레기앱만 리뷰남김,1,ㅈ같이만듬,ㅈ같이만듬,2025-03-25T05:36:35-07:00
니엣,1,ㅈ병ㅅ같은 어플,"강제로 가입하라 해놓고ㅋㅋㅋ
중간중간 오류뜨는 수준ㅋㅋㅋ 
진행이 되어야 뭘 하지
주변에 국민 은행 다 해지하라고 할거에요~
몇십명은 놓치시것어유 ㅂㅂㅆㄹㄱ",2025-03-23T06:41:42-07:00
코기토,5,빠른 해결 좋다,굿,2025-03-22T19:28:39-07:00
하이하이2222,2,Pc결제,"Qr스캔에서 pc결제메뉴가 안보여요. 이거 어디로 갔나요?
급히 결제할거있었는데 못찾아서 일단 하나카드로 결제했어요",2025-03-16T23:16:34-07:00
이거때문에;,1,알림센터에서 사용처 안보임,"금액이랑 시간만 보이는데
사용처는 앱들어가서 확인하는 방법뿐인가요?
사용자경험 최악이네요
위 내용 해결 가능하면 별점수정할께요",2025-03-14T02:38:51-07:00
호걸이이,1,결제 후 화면 어두워짐,"아이폰 16 pro 
ios 18.0 버전
qr코드로 결제하고나면 화면 밝기가 최하로 낮아지는 버그 있어서 화면이 안 보임 굉장히 불편",2025-03-13T18:54:36-07:00
"❤️""당근짱""❤️",4,메모기능,카드사용내역에 어디에 썼는지 메모 적는 기능이 없네요 삼성카드는 있어서 편리한데 사용내역 메모 좀 만들어 주세요ㅠㅠ,2025-03-13T17:31:32-07:00
퍼클,4,QR코드 크기,제가 알기로는 1년 전인가 2년전인가 그때는 QR코드랑 바코드 크기가 적당했는데 어느 순간에 작게 변해서 느낌적으로 잘 안찍히는거 같습니다. 전 처럼은 안바라니까 크기좀 크게 해주셨으면 좋겠습니다.,2025-03-11T09:57:56-07:00
투투밈84,1,국민관련 모든 앱이 개느린듯,진짜 속터짐 금융관련앱 로딩이 이렇게 길어서야 진짜 쓰면서 혈압오름. 스타뱅킹앱 뭐하나 누르면 다음 화면 로딩 함흥차사임. 진짜 개발자 반성하세요. 타 기관 앱 본인들은 안써봤어요? 진심 화딱지나 지금 스타뱅킹 카드사용내역 검색 화면 로딩 기다리다 혈압올라 리뷰씀. 스타뱅킹보다 케이페이앱이 더 빠를까싶어서 다운받으려했는데 리뷰보니 이것도 쓰레기속도인가봄,2025-03-10T07:25:32-07:00
머너여겨,2,안돼요,안돼요 앱도 실행 안되고 틈만 나면 오류..;;,2025-03-09T16:35:49-07:00
Irkenfngjs,1,오류가 너무 많음,결제 하는 것도 힘듬,2025-03-09T16:07:51-07:00
simsimgada,1,지옥같다.,토스좀 배껴라 제발...,2025-03-09T16:06:45-07:00
ㅗㅜㅗ24,1,희대의 쓰레기 어플,"실적 채우기 위해 대충만든 어플 그 자체
월급루팡이 만든게 분명함",2025-03-06T22:38:45-07:00
훤칠한땡구,5,이용내역에 카테고리분류좀 만들어주세요,개인사용 및 업무용사용으로 분류를 해야하는데 이용내역에 카테고리좀 만들어주세요. 현대카드 어플보시면 카테고리 지정이 가능합니다. 그거보시고 참고해서 제발좀 만들어주세요. 그게안된다면 하다못해 롯데카드처럼 메모라도 작성할수있게 해주세요.,2025-03-03T04:28:33-07:00
옵티머스82,1,위젯 디자인 수정좀,이게 어느 어플의 결제인지 알수 없는 달랑 (현장결제) 라고 해놓은  디자인은 누구 머리에서 나온건가요??,2025-02-28T21:12:05-07:00
ПШПШПШПШП,5,좋아요,위젯으로 카드 사용금액을 볼 수 있으면 좋겠어요,2025-02-25T19:34:57-07:00
구매자6178187372,1,해외결제,계속 앱스토어 화면만 나오고 막상 어플 들어가면 아무것도 안뜸 ;;; 개빡치네,2025-02-24T08:56:18-07:00
ㅠㅗㅠㅗㅠㅗ,1,"""자동으로촬영됩니다“",ㅛㅏ각형에맞춰신붕즈응을놓아주세요..... 지랄도,2025-02-21T19:02:43-07:00
whsgysha,1,왜씀?,다른 페이앱이 오백배는 쓰기 편한듯,2025-02-20T05:32:17-07:00
다니엘데니,1,온라인 결제 버튼,개발자분들의 노고에 감사합니다. 하지만 하단의 결제 버튼 클릭 시 ‘QR 스캔’으로 변경되는것이 사용자의 편의성에 잘 안맞습니다. 어떤 조치가 필요해보이네요.,2025-02-20T00:16:29-07:00
포카칩왕갈비맛,3,기능추가,nfc,2025-02-17T19:30:02-07:00
사업접으세요,1,최악의 앱,"뭐 하나 누르면 기본 10초 로딩
kb주 거래라서 어쩔 수 없이 쓰는데 
걍 kb모든 앱들이 느림 쓰레기 같음",2025-02-16T02:16:35-07:00
스페이스9283,1,다른 카드앱들이랑 비교돼요.,"다른 카드앱들은 본인명의휴대폰 아닐 경우 카드번호 등의 인증을 통해서 앱 사용할 수 있는데, kb pay는 무조건 전화나 문자로 인증해야돼서 사용안되게 되어있어요. 굉장히 불편해요.",2025-02-12T19:13:57-07:00
Liam shin,3,잔버그가 좀 있네요,포인트 쌓고 다시 앱으로 돌아오면 무한 로딩되고 다시 앱 껐다켰다해야하는 수고로움이있네요,2025-02-09T15:49:53-07:00
레릿고178,1,인증번호 왤케 느리게 오나요?,인증번호를 요청하면 5분~10분 정도 소요되는데 이 부분 수정 좀 바랍니다.,2025-02-05T16:00:37-07:00
harjune,1,pc에서 결제 사라짐,pc에서 결제를 자주 사용했는데 어느 순간 원래 있던 버튼은 아무 공지나 알림도 없이 사라지고 qr 스캔 버튼이라는 애매한 버튼을 한번 더 누르는 것으로 대체되었다는 사실을 한참을 헤매다 인터넷 검색를 통해서야 알게 되었다. 어떻게 이렇게 중대한 변화를 이렇게 함부로 변경했다는 사실이 대체 이 앱 개발자들과 국민은행 관계자들이 이 앱 사용자들을 얼마나 함부로 여기고 자기들 마음대로 다루는가 하는 자각이 들어 불쾌함을 멈출 수가 없다.,2025-02-03T02:29:04-07:00
왜안됨언제됨?,1,kb스타클럽으로 이동이 안됨,kb스타클럽으로 이동 중이라고만 나옴 몇시간째,2025-02-02T10:56:14-07:00
혀니빈,1,최악의 카드어플,되는 게 뭐임,2025-01-31T07:57:53-07:00
Jaay2323,2,가입과 가입 없이 시작만 있는데,로그인은 어떻게 하나요? 안드로이드 사용하다 아이폰으로 넘어왔는데 로그인이 없어서 진행을 못하고 있습니다,2025-01-29T03:38:29-07:00
Quertieo,1,토스 안보이냐?,앱이 왜이렇게 복잡하고 뭐가 많냐 제발 직관적으로 눈에 딱 들어오게 하면 안되냐?,2025-01-28T00:57:11-07:00
Gabycmo,1,Useless,Useless never works,2025-01-28T00:01:23-07:00
sinn1256773,1,PC결제 어디에??,진짜 황당하네요 ㅋㅋㅋㅋㅋㅋㅋ 그나마 젤 잘 쓰던 기능인데 어디 있나요? 사용자 개선한다면서 퇴보중인듯..,2025-01-26T18:03:52-07:00
Yellow fliker beat,1,멀쩡한걸,아니 바코드 바로 나오게 하는거 어디감? 진짜 ui 디자인 드럽게 못하는 놈들이 개발하는건가;;; 이전이 훨씬 편한데 무슨 사용자개선이라고 하는건지 이걸...,2025-01-26T10:03:36-07:00
유천동강하늘,1,Pc결제 버튼 왜 없앴노,어휴 ㅋㅋ,2025-01-24T19:05:15-07:00
KB Pay 등록 문의,1,가족 명의 카드 등록,가족 카드를 제 핸드폰에서 등록해서 사용하고 있었는데 재등록 하려고 하니 본인 명의 기기가 아니라고 등록이 되지 않습니다 방법이 없을까요?,2025-01-24T05:59:14-07:00
국민이름이 아까운 KB,1,카드 해지했다.,언론탄압애 동조하는 국민은행계열사 내인생에 필요없다,2025-01-23T18:25:18-07:00
엑스 프렌드,1,사용,편해요,2025-01-20T19:41:13-07:00
Nami12,1,face id로 로그인 안되나요?,웬만한 은행들은 다 지원하는데 kb만 안하는 이유가 있나요?,2025-01-20T10:01:55-07:00
P건,1,알림,와서 누르면 앱이 켜지다 그냥 꺼지고 다시 들어가서 보면 알림 없다..뭐지,2025-01-18T20:30:34-07:00
케이비siqkf,1,쓰지마셈,카드 재발급 하려다 계속 오류나서 그냥 카드 없앰 어플 상태가 참 대단함,2025-01-17T18:50:58-07:00
비온봄날,1,앱의 불편함,"다른 카드사의 앱과 비교해 너무 불편하고 
활용도가 떨어집니다 요즘 다른카드 앱이 
얼마나 고객들의 니즈에 맞게 개선하는지
담당부서에서 참고해 주셨으면 합니다
사용 안할수도 없고 하자니 불편하네요",2025-01-13T01:25:23-07:00
정꺄륵,1,최악중의 최악,"어플 리뷰 진짜 잘 안남기는데 이건 내가 사용했던 어플중 가장 최악이다. 카드등록 오류, 결제 오류 등등 오류가 너무 많아 사용하다가 미쳐버리는줄 알았다. kb카드 이제 다시는 안쓴다.",2025-01-11T06:09:07-07:00
국민카드 에휴,1,서비스 맨날 개같네 어떻게 운영하냐,"서비스 맨날 개같네 어떻게 운영하냐
대금을내도
매번 이체가 2번연속뜨냐
언제고침?
고객센터 ㅈㄴ 느려
직원도 불친절",2025-01-10T02:05:59-07:00
ㄴㄴㅋㅇㅇㅋ,3,아이콘 색상 다크모드,어플 아이콘 다크모드 지원은 도대체 언제해주시나요 KB국민은행은 패치 되었던데;;,2025-01-07T18:04:28-07:00
개선하셍,1,실행도안되면서 왜받으라고하는거임ㅡㅡ,최악임 별한개도아까움 내시간만버림,2025-01-07T08:36:56-07:00
나너나나노노너나,3,이용내역,"카드 두개쓰는데
왜 이용내역을 하나만 볼수있게 바꼇죠??

다른카드 이용내역은 도대체 어디서 확인할수있나요

전 모드가 훨신 보기편한데
이상하게 바꿔놨어요

다른카드 이용내역을 볼수가없어요",2024-12-31T14:56:41-07:00
Aaskjneeiifyhh,1,진짜 개불편해요,저는 이제 20살이 되는 사람인 만큼 전자기기 사용에 능숙한 사람인데요 정말 kbpay 너무 불편해요 뭐가 잡스럽게 너무 많고요 온라인 뱅킹 이용하는 것도 복잡하고 너무 불편합니다 그래서 이제 안쓸려고 합니다,2024-12-30T18:26:58-07:00
무역가,1,쓰레기 앱,KB Pay 앱 → 소유카드관리 → 대상카드 선택 → 휴면카드 계속이용. 이거 안됨,2024-12-29T18:17:22-07:00
ㅅ리은,1,여기는 쿠팡만 광고하나,쓱 긁고 누르면 죄다 쿠팡 광고에 포인트는 1점만 주는데 시간아깝게 이런건 왜 하는지.,2024-12-28T00:26:05-07:00
KWan_JoJo,1,허위 배너 알람,"배너 알람이 떠서 들어가보면 새로운 소식이 없음
의도적으로 접속하게 만드는건가요?",2024-12-23T16:31:24-07:00
ㅠ엉투마,1,안되는곳이 너무 많음...,다 안되요 편의점. 맥날. 스벅. 등등 삼성페이 안쓰려고 이거 쓰는데 다른페이 찾아봐야겠어요,2024-12-23T04:26:02-07:00
인간김두형,1,다음결제월거 대급납부좀 쉽게 만들어라,"니미 다음결제월거 선납하려면 이번결제일에 결제 어디까지됐나 확인한다음에 그 이후건부터 하나하나 눌러서 결제해야되는 금융어플이 있다?
조끄튼거 사용성 개떨어지네 쓰바꺼
그거 만드는거 어려워서 못하는게 아닌거같은데 이유가 무엇?",2024-12-23T03:42:13-07:00
가다랭이,1,업데이트 후 앱 실행이 안됨,오늘 업데이트를 한 뒤로 앱이 실행되지 않습니다. 아이폰 XR에 iOS v18.11입니다.,2024-12-19T20:41:31-07:00
고릴라드래곤,5,필수 파라미터,"결제계좌 잔액조회하는데 필수 파라미터가 일치하지
않는다고 떠요",2024-12-19T13:35:38-07:00
superboomin,1,"결제 시, 앱푸시 한줄로 해줄순 없나여!??",타 카드사는 한줄로 표기해서 굳이 앱을 열지 않아도 결제금액이랑 잔여한도 등이 보여지는데요. KB만 여러줄로 줄바꿈(\n)을 넣어서 결제 내용을 보려면 앱에 계속 들어가야 하는데 여간 불편한게 아니네요!! 앱 푸시에서 표시되는 2줄 내로 정보를 다 확인할 수 있게 좀 바꿔주세요!!!!,2024-12-18T00:48:07-07:00
그같노,1,장난하는것도 아니고,공동인증서 가져오기 버튼 안됌,2024-12-17T12:41:38-07:00
쨈22,5,위젯으로 카드이용금액 알수있게 개발 부탁드립니다.,"안녕하세요! 타카드사 신용카드를 이용하다가 최근 kb국민은행 신용카드를 사용하고 있습니다. 해당 어플에서 제공하는 위젯에 ‘해당월 카드이용금액‘을 확인할 수 있는 위젯이 없어서, 개발을 요청드립니다. 작은 사이즈나 가로로 긴 사이즈 등 다양한 사이즈로 만들어지면 좋겠습니다!",2024-12-13T06:22:26-07:00
소금02020,1,아니 가입도안되면 어쩌자는거에용ㅎㅎ,가입없이 시작 누르면 카드등록에서 인증아무리 보내도 인증문자도 안 오고.. 가입하기눌러서 인증해도 문자안오고 넘 불편하네요 다른데서는 다 잘 되는데 이 어플만 안됩니다.....,2024-12-12T17:14:52-07:00
아추차가긍,1,송금하려하는데 못하고 화면이 계속 뒤로가짐,송금버튼 누르고 내은행으로 보내려는데 송금 화면에서 자동으로 계속 전 화면으로 돌아감. 내 돈 내놓으시죠? 내돈 하루 카드 앱에 묶어서 뭐하는 짓이세요?,2024-12-12T01:12:11-07:00
배아잘,1,다 좋은데 돈 보낼때 필터좀 해주세요,"토스는 돈 보낼때 필터가 되서 사기치는 놈들 다 거를 수 있는데 얘는 그게 안되서 사기 당하는 사람이 꽤나 있네요 
업데이트 부탁드립니다!!!",2024-12-07T07:33:07-07:00
라오니1,1,카드탭만들어가면 ssl인증서 오류로뜸니다,"이건도대체 어찌하는지 설명도없고 다시 다운받아도 똑같습니다
이래서 어플 불안해서 쓰겟습니까??",2024-12-07T04:38:08-07:00
